account_age_days,reservation_count,cancellation_ratio,expired_ratio,avg_overstay_minutes,total_overstays,avg_hours_between_reservations,booking_hour,booking_weekday,is_anomaly
20,18,0.5854903794925883,0.4707197603843155,12.050035115255636,1,1.147122803448624,14,1,1
178,17,0.5444841559833872,0.5546471806242711,5.307279074283702,2,26.539104820820217,16,0,1
219,15,0.3114683781349821,0.04212219010010179,6.82779667134587,0,87.20622187496267,16,0,0
1534,3,0.15882667667349024,0.06461357174529066,9.949076723053732,2,28.608243318984854,12,4,0
1405,18,0.0307030140303076,0.029955633798408883,3.1593452154574666,0,129.54293304482644,15,6,0
1660,7,0.02854545898477835,0.18594127637468177,1.0007220462315352,2,119.94612592205242,12,5,0
731,7,0.17198049605704813,0.0681082528550399,3.056116423818661,0,97.06778766154832,14,2,0
971,13,0.12048984862862558,0.007485599947428424,4.082539405731563,1,88.43080358715096,15,6,0
5,19,0.8562443922556291,0.47794435826154336,0.9255300662066133,0,0.13237050015675916,23,6,1
502,12,0.07375385564601723,0.02382604380993322,2.9709911205270663,1,48.6500802690948,15,3,0
1157,4,0.0880527347443156,0.1031029564712897,1.1943766083991416,0,81.98063656256473,18,0,0
671,9,0.14786092468766082,0.047078182551497934,7.754324038920377,0,110.23263033847073,12,5,0
1117,3,0.027566121993864035,0.10039714194207429,3.381253189423938,1,71.59392803095461,9,4,0
533,3,0.0828199020529835,0.30060208725255894,10.224823064573195,2,99.20093689087338,9,0,0
969,6,0.20150300847871766,0.3583434956951732,2.87282676508234,0,128.87719812158656,15,0,0
1728,6,0.11032548491224642,0.14176470684334397,5.672270403491345,1,91.66836899574054,21,1,0
1742,12,0.20490176384421407,0.030446571010002074,1.500781843460159,2,126.93039929360525,18,2,0
1090,11,0.13463939358481558,0.038500413621937214,5.543851331751083,2,102.54026127232832,12,3,0
185,18,0.29512929281724226,0.25161062830100006,7.2390266144718325,1,47.09030976380983,18,1,0
762,13,0.4043920429107875,0.19148974245167152,3.900796522871619,0,178.61453039725407,21,6,0
1533,8,0.33119974118856776,0.0969416491322811,2.4202319676203436,0,87.27402487897979,20,6,0
258,13,0.17125027466207757,0.09599477714528946,66.34518773285475,6,42.88497381795118,7,2,1
1299,8,0.3506655088922155,0.1920910446972223,2.8387091931930617,1,54.58261523928734,10,2,0
41,14,0.19884531467636984,0.07091319322802833,60.7028808934529,11,31.149840418130516,9,4,1
563,7,0.1562106597010267,0.08775984619974243,7.2034403064445875,1,141.4332055391949,11,1,0
920,3,0.2082561322527867,0.05083611603040281,1.8215467362002054,2,51.72333694210097,10,4,0
1224,10,0.10340530025009446,0.08679159252480209,4.823462699549599,1,115.4257723179339,20,6,0
1268,11,0.029532062848259134,0.08591581470441634,6.097973648152301,0,240.9701072965308,10,6,0
196,12,0.010562050174150916,0.009838181944912414,80.01832938762945,12,66.21792746851563,10,1,1
1654,5,0.08891578193312431,0.22315528689026282,0.6287533508945309,1,49.98252652570236,21,5,0
15,15,0.6599513191881675,0.3271107659457098,0.8501358748513508,2,0.39904229821641357,11,5,1
676,11,0.041040384445197316,0.08279516913319206,1.0473923612394118,0,103.93756315598307,7,0,0
38,9,0.06368870549091002,0.021306119525366166,9.667045157956613,1,54.39477974814811,20,4,0
110,10,0.5586970006651493,0.5652510315735844,0.6419761651454643,0,11.118092881164799,6,2,1
1333,18,0.09839455315469228,0.04590576826546373,2.6699578047797297,2,156.46940245469156,10,0,0
447,1,0.007787146592753781,0.034331702958914315,1.110427938020416,1,110.80631227183633,20,6,0
1417,1,0.26333150436719194,0.30602406570205704,3.2768960323975547,2,77.55790645330987,15,5,0
1639,18,0.02277373118878708,0.022429210912895355,5.367122092883804,1,109.0268892785827,19,1,0
821,5,0.13860513089228887,0.008553676336841376,8.846261107299558,0,174.96538346331104,9,6,0
374,17,0.07270687294817076,0.18763543638495933,5.191340098795375,2,109.09487078031424,15,1,0
1151,6,0.06926824638240996,0.12968281399010342,0.7494914357665794,2,163.15412908988458,20,3,0
683,3,0.3103979330666497,0.02497416181520907,0.054102783795152765,1,161.70739379055388,10,6,0
896,18,0.3012050693808844,0.21587961125941577,0.2912117488535605,0,68.41955034590015,14,2,0
942,13,0.16706694283600707,0.011445933461705917,1.3818869159697513,1,64.25887075153719,11,5,0
288,15,0.0691240326849904,0.007592223855099731,6.38177511087321,0,53.16772421294939,11,0,0
313,19,0.22588522192597468,0.15617584697749712,2.985511651378532,0,98.5754731280631,13,4,0
126,16,0.5997336559474865,0.5819346789390322,0.23984244256805606,0,11.696217124431982,11,3,1
287,8,0.48755466932464475,0.7768934130034821,4.780135928355102,2,19.191982449744923,13,0,1
979,9,0.008354408052495462,0.07403948892705459,3.136917250295565,2,154.64288438825074,16,2,0
1454,15,0.03991909502400279,0.16261016630143138,2.3604747703195055,2,76.30550240293903,8,5,0
478,15,0.051619272824305,0.06381623036780651,4.479497850949636,2,110.21549596218044,19,3,0
505,15,0.2881956724760491,0.06980735010219538,8.870009141069362,0,46.97997560756935,20,6,0
34,19,0.806107943575767,0.8344142510158471,1.052717003080156,0,5.157783298108377,1,6,1
555,4,0.052001938255027184,0.17166674887969474,3.679852295397275,2,91.7115271343588,14,5,0
99,13,0.26955349534570583,0.09657622022308952,34.090076990416364,5,35.80685763561481,13,4,1
1475,16,0.11919053425820035,0.05811798540195174,10.428087617610526,2,88.8128044312835,10,1,0
658,2,0.13445383873428113,0.24227338159889122,4.802843945581428,0,22.40586684758253,18,0,0
793,15,0.06402439779913652,0.005266754311574053,5.085030163974339,1,49.790477817770736,20,5,0
583,3,0.42568684003856583,0.08291379954082138,4.534188063026432,1,67.05779385242215,15,2,0
139,3,0.016994641247806086,0.05853001396161798,7.113278661871577,0,90.87904664073527,11,5,0
1787,16,0.5409899781844165,0.11091768987190626,5.188866882515842,1,88.89094119605078,12,5,0
418,19,0.1476629599259386,0.06180955201869625,81.51654055735412,13,25.063338901862434,18,4,1
826,14,0.33984778986179953,0.2623735103092445,11.071684630008244,0,34.14250760898428,8,4,0
446,11,0.3449461952505802,0.2794807783793898,72.54913004211937,8,45.347668360633946,12,1,1
5,15,0.6308110173272219,0.36967434260656545,1.0534894005686166,2,0.8874051926460009,0,0,1
220,13,0.40239218324422293,0.010178391469732678,8.266801250740825,2,78.0505103343417,15,4,0
1666,9,0.41017664284367444,0.06323388730772168,4.407665012481658,2,131.076235421508,8,2,0
383,19,0.03131759633346883,0.011956669110740756,52.634252852646284,7,56.44247689226463,21,1,1
116,5,0.005007703513095285,0.038638468293617306,7.108856016528612,0,47.02817765801319,14,0,0
710,8,0.05139068700942561,0.18271650944738083,1.1974436376079787,0,130.69465900232862,15,0,0
1745,13,0.07687325683682869,0.03354772115662254,4.0804646856348015,1,129.24019202416423,14,5,0
211,11,0.7505554700607215,0.8033416517750436,3.959938748000783,2,16.028528038769224,14,2,1
599,2,0.25870381792015423,0.18547397614943,6.250541850343163,1,76.74484980725286,15,6,0
1263,15,0.18070774105282295,0.2532525072462133,0.35543896703138605,0,202.69754723119107,21,6,0
1415,10,0.09779105594062175,0.12083333189847371,1.1593046846212505,0,78.32779621230502,20,6,0
1379,15,0.37522454576473985,0.026199670762306938,1.2498581234050226,0,47.346484410657695,15,0,0
1748,17,0.2573405575695696,0.10936286966911392,13.880682198159995,2,60.26305653396078,20,2,0
1447,7,0.25250650050825624,0.03247959347512654,1.486038301052822,1,168.11473446140513,7,6,0
1081,13,0.11549403008634607,0.07951760256964703,11.08293140554128,1,51.940665536386405,20,6,0
1328,11,0.08755154525997658,0.07000699459301865,2.250054726463334,2,90.8133138884213,21,3,0
242,15,0.023974882225640887,0.008470237794528065,1.293185135227616,1,158.45480028978966,7,0,0
1342,16,0.23298108642187357,0.021191388017454443,12.689398710912515,1,68.02786271134181,14,6,0
686,10,0.22498539563829648,0.01750512601737267,2.140358086051863,1,94.51595780395465,11,3,0
715,12,0.05441102635578545,0.08776551607476805,2.1412408480970018,0,127.67066517436575,18,0,0
119,13,0.02964362376331368,0.031913793250553706,0.8792137910028269,0,46.791070140599075,10,2,0
58,18,0.7697056526880821,0.1238569648123764,4.533546429664504,3,1.1544667781971543,5,0,1
969,12,0.2359628983704122,0.07165083435021659,10.398073369755412,0,86.83541218072324,17,1,0
1,18,0.7346110467035049,0.3269075995539208,3.325883658170896,3,0.16881559839815663,23,5,1
1785,8,0.16191590883294532,0.011360822538886827,4.461721878635822,0,51.447730561797734,13,5,0
760,11,0.007931132654036669,0.0016536809464802575,2.963186377857603,0,136.1101124376703,13,2,0
949,14,0.14736352599471123,0.04203086343595734,9.473527207399336,1,101.25867722914494,20,6,0
187,1,0.21088315939259816,0.003154491439302163,5.405354556932254,1,66.3818596429875,7,5,0
461,10,0.11321032720535273,0.27578689968073944,6.492289708202918,0,119.67755406472604,10,3,0
1678,12,0.28730647346207383,0.016813803172057922,5.9213398863320235,1,54.37006208339538,9,4,0
478,8,0.26249872027488846,0.12031017807469026,2.20828753882757,1,58.54892214599439,21,2,0
35,15,0.9176179296081495,0.656373097514745,8.618286259032107,3,0.7828467829556313,17,6,1
1286,7,0.23191411311982094,0.017350362527828712,3.1650515186890273,2,65.67745271300375,13,1,0
805,17,0.3369170239447391,0.0009707119150702218,2.5456152140876793,1,25.85560882825337,14,5,0
628,8,0.2428875036898377,0.05439831744459231,1.3399423079219874,2,67.86662316944496,18,4,0
1585,9,0.23708879444664763,0.20050297173135748,0.5753975276722842,2,142.52104127356262,9,6,0
442,14,0.31436625687725384,0.400076000282208,7.59898795386507,2,129.2764086442901,17,3,0
805,16,0.1570770041813517,0.21026134277130584,4.920593498088401,2,41.16365132258526,21,4,0
1145,14,0.05385414549578179,0.03637569387869958,2.1820751611900913,2,103.8694407253966,7,2,0
1411,8,0.029939976571096535,0.08195335180219852,3.4443404963725115,1,73.14270382648766,15,3,0
563,5,0.08782613883142745,0.28576185458044945,2.8218857722949737,0,108.4486306188667,17,6,0
272,15,0.15362514122231358,0.10180876703546682,4.243833859365388,1,109.0835346463286,19,5,0
1600,9,0.051543757364868374,0.1742133036478778,12.456315520299004,1,105.11479969627665,20,2,0
1593,14,0.13251201675525623,0.17456551133618045,19.03479384753205,1,171.9554653336038,18,6,0
877,19,0.21243915457055557,0.2590747538009387,4.379627101004217,1,76.37413759559044,18,5,0
1053,18,0.08771215495038782,0.16197107493610305,5.455855401820827,0,91.46308443355979,18,4,0
1034,19,0.27756171592427104,0.22479274514717076,0.7522584921229793,1,66.47723061934077,7,3,0
636,10,0.5019443897879068,0.1145680116744684,2.018875562062305,2,42.27189964042104,11,5,0
48,11,0.07873646943000844,0.2954028003565292,6.109534567717153,2,80.46147423143225,7,6,0
1362,7,0.09639909227025725,0.013684473910781671,9.78348500572844,0,107.43151607177938,16,4,0
995,9,0.274763317274182,0.08496883741134302,4.336458944863091,0,153.70001598195643,11,5,0
553,15,0.3284508758642829,0.020783000505360222,114.81133682167072,11,40.261060732317596,15,4,1
1717,9,0.25022929161928514,0.2185330720157708,22.973791475652824,0,103.49422153526513,12,1,0
1184,1,0.1126402084158472,0.00034719890252287605,1.7573625760648433,0,66.15547450733318,7,0,0
190,13,0.4966886116466829,0.5535346209470572,4.8992062141881325,2,7.540339189001069,17,2,1
1126,8,0.13097680993435465,0.05815637747021132,1.747404591761803,0,194.51936138628312,8,2,0
1729,4,0.026592331287337744,0.11294501395906997,3.065374350520302,2,142.63063761717436,9,5,0
1719,18,0.12013766675023607,0.001333946359218329,2.505505034805089,2,83.83818292304163,10,1,0
138,4,0.15187180026296976,0.05729350253363527,4.984218160363869,0,119.17601144495333,17,5,0
301,7,0.4209134828566528,0.07192589035003036,4.433091732911512,1,100.59450242959551,12,6,0
551,16,0.07932283397836225,0.38201960585915085,3.26848307894944,0,108.99679316310419,13,3,0
782,7,0.028058772533368623,0.058162303122832,4.884813506126779,0,95.98842675988095,17,3,0
18,19,0.4208495668343539,0.33119739252291663,15.35732161922773,0,0.36940879648337555,12,1,1
651,17,0.05037819625040187,0.10695965770084342,13.287467893218187,2,133.64892837251674,13,1,0
589,14,0.14373237381117882,0.18388840525383754,7.654021885667374,0,31.45075337026917,14,4,0
1745,19,0.1316044278803174,0.0038190380363530047,8.824523375579455,1,62.38691695807393,21,6,0
442,2,0.18695383961370224,0.21172814569962978,0.5675893401056318,0,134.60571788579705,21,4,0
907,7,0.09332769639203821,0.020212585608524573,7.052218742579361,2,133.81170374707975,13,1,0
86,12,0.32495848427058394,0.8048257499797637,0.9486076647138134,1,24.061410381833813,19,4,1
136,6,0.18533469565138763,0.0755368011809822,3.312616991699422,2,94.0063426627548,19,2,0
12,9,0.5402778989254146,0.6093932101877667,0.06692413021498718,2,21.649247559803058,14,3,1
1770,2,0.009151178152713484,0.017385574315545653,3.1536392200691403,2,93.15593904240389,14,6,0
553,4,0.029704760930025095,0.02378169208797105,6.027084965385321,2,125.18535789117193,19,1,0
1370,11,0.01419235506617325,0.07494651947423789,1.2895643663286254,2,120.70974864573232,9,2,0
923,19,0.331524927517626,0.0464513615796128,2.532397918552624,1,114.70011899786553,14,0,0
1142,18,0.18855570586679152,0.012367262755005305,7.507978337096974,2,221.08208512512263,8,1,0
1012,8,0.1674956151947988,0.11614893171832036,2.513193020700849,2,144.88222510035112,21,2,0
685,13,0.4046738065076232,0.04402925894091725,3.077588919352524,0,51.095928765518714,11,1,0
295,19,0.7409726322304733,0.6982219512490067,12.767063256869925,1,24.67705000076707,4,4,1
1235,10,0.16275650750228868,0.6403652239511853,9.874800940570154,2,81.04691242041832,17,0,0
305,4,0.05020118162270585,0.1434735798680878,3.830065173917155,0,40.350441726250274,8,3,0
24,16,0.49238633784948804,0.41971646137663654,1.0032006799167645,2,0.7464916686434211,4,1,1
151,15,0.6624773590742861,0.6042221911975986,10.660425037275829,1,26.917005138272675,9,4,1
435,10,0.27722900285052343,0.0674732832905099,7.080776389897521,1,142.26620579064232,14,4,0
1008,17,0.06636911343055636,0.41457943042948675,3.372898091140792,2,54.45413665131855,14,6,0
286,15,0.6784543161603892,0.7525395779615908,5.209941777641572,0,9.495989404048448,21,3,1
1414,13,0.21535824795833428,0.06340309398938758,5.554966546872272,1,153.45960487818064,21,0,0
227,2,0.2232022896400826,0.04795083381155585,10.25974594648267,0,56.18122714924306,15,5,0
522,1,0.06104509542597901,0.15164062452655844,11.018874040253735,0,141.13209704617327,9,6,0
301,5,0.05984765545730161,0.24799990433809194,1.0137687856803586,0,106.4368741033384,10,1,0
1778,8,0.041028131846995615,0.1317611605504143,2.882755820769805,2,151.98362955732372,16,0,0
771,12,0.0958965771240294,0.0641342391457254,3.4514658742847764,0,71.69217669983796,7,2,0
173,18,0.737546733064033,0.7170417117629798,0.9131623495839059,2,6.649703335540047,20,3,1
1008,5,0.13964665842410554,0.2604056421599655,4.2199483851088395,2,243.92510371933,19,2,0
22,18,0.3078852040978311,0.5150749590770324,3.8142333072208774,1,1.9077425846892615,4,3,1
1543,2,0.10097527941960603,0.08284671318297882,4.207617249087071,1,72.06553486342929,12,1,0
1624,19,0.053977975746044224,0.02784421345924818,4.46444854897127,1,60.26665511831398,13,1,0
1104,11,0.17469639657817668,0.04550465120365288,4.793014663930264,1,80.55870543107291,18,6,0
301,11,0.03454079730258996,0.05242719237975228,12.347672106152462,2,177.83418312038125,8,0,0
1424,3,0.0751708439785545,0.32732089176176654,1.411588963645038,1,55.27886109701993,21,5,0
1604,1,0.31002161378579296,0.07990131363786253,0.7926797419926817,2,126.56839580665178,14,0,0
1379,8,0.1901310154047854,0.04382357195282955,3.5442752391128733,2,46.39303077984859,18,3,0
147,5,0.21414085644417893,0.01616754410994453,1.777932151820011,2,133.99575174227218,20,3,0
686,4,0.1132886119923146,0.08678741989100343,14.699457944407401,0,62.10454860473227,17,4,0
1204,17,0.15750356153396067,0.2648279664757497,13.253377982775124,2,44.7706653219457,17,1,0
526,17,0.16426330255213403,0.39971317448861565,5.871349103402067,2,196.3074311345133,18,3,0
269,16,0.3947946597184312,0.5933807561164254,3.242401081517871,0,1.502157909587405,13,0,1
69,10,0.05306413881281203,0.25902162794510675,1.9173728267215056,2,50.09328589073431,17,0,0
126,17,0.12880944169369066,0.011937628998146708,35.210091752075755,11,49.66376806806258,11,2,1
39,16,0.010746855775826328,0.09342905220122821,4.9298823993457175,1,38.913183179575526,14,3,0
1229,2,0.09177263390372051,0.019462715613580577,20.591952430248256,2,133.93057649015537,12,2,0
1731,7,0.16390554082870346,0.07118078046922452,5.857892053470886,0,41.59746933431228,15,2,0
538,1,0.43181875778035905,0.16011573380855684,2.7888214591797595,0,119.50768374958037,20,0,0
1298,18,0.2080266670266039,0.41333168237809287,9.423211838309875,1,130.28256155689706,14,4,0
99,18,0.4954187460194848,0.5001475188405311,4.9739003437046145,1,37.165224003863315,18,0,1
599,7,0.13893868848786847,0.005188700559122617,8.598028326288356,2,58.57813354813711,8,3,0
651,11,0.041090097800773266,0.0030178862479575464,2.222430551903874,0,45.13294465795538,7,1,0
600,1,0.18120328067300573,0.2162589521714673,1.100941021854041,0,92.56398745948198,8,5,0
993,11,0.11028377025287397,0.01884108976855345,3.0132457608493763,2,66.08304753215444,21,6,0
471,5,0.20342213988670774,0.07125065970593045,4.182033007230754,2,72.03852421818164,18,4,0
267,5,0.020033238242715516,0.05705219840498502,2.0947015894252394,1,152.30185263714662,14,3,0
380,5,0.0420325433419536,0.07671766977739021,3.3662719213367382,2,58.37362347620569,18,4,0
636,1,0.30792915729160086,0.009067889901170807,6.791262753534432,1,31.40443222233082,9,0,0
1485,19,0.21101445170867544,0.1881506055890174,2.5103757141121767,1,152.31126220426793,12,5,0
1109,19,0.25742488401361546,0.016668607205907158,0.9023906720400697,0,107.11830105262769,18,2,0
588,19,0.19026982369361709,0.1602592672984986,10.06098290515193,2,76.49052965989229,19,1,0
1694,13,0.1689183274576289,0.17507946810155683,7.159397396852299,0,111.31906942954231,13,5,0
193,4,0.34863269663944446,0.41610617211799356,2.346472711570356,1,140.99945892530118,13,6,0
61,4,0.0940280027083257,0.11101215622472846,6.388671664053895,1,149.76241043908908,7,4,0
256,6,0.13239786874576207,0.055237727903582515,9.075873377857022,0,122.71624877967471,7,6,0
234,10,0.1156339686817233,0.061846244378645304,8.256865570672106,0,52.828597888044435,21,3,0
516,12,0.2010740828647354,0.1405897437267295,12.081817041794196,1,82.27284405800114,21,5,0
1098,5,0.1445797622082328,0.08146801313351675,5.438273044246895,0,224.50904394933875,11,5,0
245,2,0.19940535481360377,0.020285212697654133,10.291538169834489,0,131.8034711838425,9,1,0
19,16,0.6121714746226082,0.35546993707021934,0.17156603613120247,1,1.1342350149547384,12,5,1
473,13,0.024124323688815792,0.34003109685571464,13.197545937763845,2,43.422227275707385,9,6,0
1152,15,0.3061113843598177,0.2641704399752337,8.92543408483822,2,41.14333598199675,9,1,0
802,10,0.002412050702166202,0.09860784015222274,6.860997972233082,0,181.24576613774653,17,6,0
1149,3,0.5774176553275443,0.06478881655852443,2.851217637450389,0,76.2374339329993,10,2,0
128,19,0.06842896985457506,0.14041776347931514,6.777069752190545,1,73.91900682352242,18,1,0
1389,10,0.09669902865687373,0.012896506851693953,8.627226169537956,2,50.213381753371934,13,4,0
1684,11,0.040511585668023854,0.08663591634322745,5.966908782068234,0,117.96502468661451,12,5,0
1716,18,0.25435490369730845,0.1210180043606598,3.3214295245362235,1,56.407318116760536,10,5,0
454,16,0.10440259638978786,0.1349234516136833,89.84827793697126,6,30.37049751362624,11,4,1
1199,17,0.023998441821702347,0.14233453015046382,18.17588433533186,0,47.00247337228119,13,0,0
978,8,0.09088262731844327,0.01988878831859494,1.9316551655923109,0,50.031778345860836,15,1,0
1285,18,0.11820312599274196,0.036593383419872616,7.003075920894965,0,87.42503110666512,8,0,0
1167,14,0.21017414322030178,0.1266034812912668,5.235244587357398,1,70.42629072424812,12,2,0
1268,14,0.2628088050538304,0.042684845808792615,1.696223996937909,2,60.012401226126045,13,3,0
498,11,0.30912871369238204,0.21661515634669143,38.24160364052949,7,54.29004075762104,13,3,1
131,4,0.4528769338997211,0.22574598613174732,7.430516443800029,1,67.52747311403441,7,1,0
287,15,0.39976654976167814,0.06715566566097739,41.42483439813327,11,98.04378733749064,13,6,1
218,9,0.2308643604169397,0.08840935943835476,22.652723506035763,1,103.40587047477015,13,0,0
1013,18,0.10510705952716158,0.07981416557633057,16.521148568648574,2,69.82421097893416,10,1,0
1616,15,0.3776726376363368,0.10715075144975554,2.481756852315577,2,32.86033677214764,14,4,0
409,19,0.1915955208794928,0.08591766182818586,5.330311488101551,0,114.5581069184789,17,4,0
894,10,0.3946207345479552,0.04950055461778824,12.041067938985393,2,193.5067682164809,15,3,0
45,19,0.22835577415952707,0.1354319431911824,3.841333619664827,1,184.7843033072586,14,6,0
621,18,0.12286390487040652,0.09164089905674824,4.75125244524391,1,65.21005520613645,16,5,0
1536,15,0.17548690118111093,0.17806254184978493,4.043874167538481,0,76.92649680149005,17,0,0
530,10,0.2376704613986449,0.04773249639908759,121.29676590304702,10,19.93689956952364,17,3,1
384,8,0.34193910750264267,0.2347371679443783,7.440820909530969,1,53.094830419348824,18,6,0
82,15,0.29726201442828704,0.04785589505176785,3.59240332813239,1,119.12046468325981,12,5,0
847,7,0.09608797385562921,0.20440130035353485,3.2066638482931413,1,86.734670007357,19,2,0
611,18,0.2665280754814178,0.14960971191177605,1.5101611377318132,1,85.37866283306853,18,0,0
162,19,0.5091676800140252,0.7917285833901871,0.30043627157687036,0,8.432687635638647,21,1,1
11,15,0.6789933906642514,0.5725413519968642,5.581943243764237,2,0.677142814434149,13,3,1
1478,19,0.15746427763400556,0.1014096228417875,0.36244984030430305,0,74.2178452128282,12,5,0
130,15,0.5134869245596613,0.5379577007308964,3.2232206373824996,0,50.82358905595161,23,4,1
1553,8,0.14004015468292963,0.3679668959716963,2.9060977327769693,2,96.6505998530113,20,3,0
896,5,0.2726289920844979,0.15374512893736594,12.716160322671206,2,147.88906103372878,21,1,0
1617,10,0.06272573411032123,0.04641118347617053,0.260503777351841,1,68.60380278148008,7,2,0
1380,2,0.2093787495681353,0.15241620067986164,2.571689332250501,0,82.28069069363085,20,6,0
315,9,0.11587128613747708,0.17343670146853915,13.55332658765981,0,26.457728292295982,11,6,0
769,8,0.0772520694974374,0.05335979281551282,5.032464646282004,2,104.47400001352419,15,3,0
1141,9,0.12868111322651804,0.03580002757034772,1.1267582765759194,0,56.25067188365744,16,1,0
671,14,0.0618796855158617,0.12118799047915019,4.533498421624762,1,32.40772912928472,7,6,0
352,16,0.5029601380682475,0.40272432892837945,47.11343248878257,8,88.44869046921852,8,4,1
218,7,0.3472640290831103,0.8946209046183984,6.228724229799813,0,24.6973111214838,8,3,1
235,6,0.25508478382380384,0.8334998820960985,5.526606019358256,0,21.036004818138366,0,5,1
223,19,0.2485855872090599,0.11562675896272755,5.5938180394030805,2,126.62505914860549,7,2,0
859,3,0.10060224687107325,0.07993132872841115,10.509205288162997,0,123.77708621876721,13,3,0
1396,1,0.04195464762325576,0.10709566430791141,3.2833776652602165,2,63.791828830440465,20,1,0
239,14,0.041655975752750776,0.12806585332582684,1.6038982930204606,1,171.98042646216805,20,4,0
533,9,0.07649965510225756,0.04734219053721572,7.315438030807444,0,106.45629354759018,8,6,0
296,4,0.250923471262035,0.03409503088401656,1.4325018467774497,1,147.96205987307243,10,3,0
462,16,0.02384377820707691,0.058962285903605235,7.395707857510847,0,116.76116006017848,14,5,0
19,19,0.7607060647900965,0.43033624681757326,11.901905254296217,0,1.780952223252669,15,3,1
461,4,0.3087270524338627,0.31349899154149624,4.836536932172747,1,94.7020624587891,15,4,0
1647,2,0.2718441475478341,0.07478631348226891,4.868952839086852,0,22.927215545821387,20,2,0
754,13,0.025105712813534277,0.18396304900696142,4.38040475886138,1,94.26796787730922,7,5,0
1540,5,0.09387147342922798,0.04253554670315128,2.023085308044656,0,166.42108750450748,15,3,0
1071,15,0.24087771964653745,0.17552852868296964,0.1919890629460698,1,195.634371295974,12,5,0
1453,19,0.1467150477924244,0.2509142659783566,5.5613843215584025,0,117.90300203833219,20,2,0
39,14,0.12770205922002445,0.037407005179594346,11.114343068038252,2,103.47087040840873,21,4,0
1732,1,0.30773016360386,0.01445294519533408,8.058800085324252,0,101.52114412263074,9,5,0
619,13,0.08925496832238945,0.48082379488921345,0.9984302799234602,0,103.31418275390331,8,4,0
827,3,0.2232965937068358,0.07539751482088719,2.288825253020837,1,93.37278997151151,13,2,0
37,19,0.600304194826432,0.17609653930771071,10.775029408363082,1,0.2575365585939621,10,1,1
1058,19,0.15545838486907587,0.06358848666283926,6.09998195953113,0,127.5905979662469,21,1,0
1350,2,0.14667925772726945,0.05971856015275575,8.603380408160886,2,116.02662931557748,12,1,0
248,13,0.5919048285325672,0.4379402330972133,1.8774634216320307,1,9.509909507594822,21,4,1
93,12,0.7024104900565252,0.5271773037534823,1.8141222690084478,1,6.844759268663028,14,0,1
1343,13,0.19319794385790826,0.13168609369202153,1.7034268371878,1,111.92693545499621,20,6,0
1487,6,0.020038401275563764,0.03337270640894645,1.5545833903546875,1,113.35587275868953,15,0,0
1715,17,0.08185809870637917,0.1459039662153817,0.8947916303750046,0,177.7353440245037,17,3,0
86,19,0.27899455312822125,0.0846091071994933,69.39535420287469,7,32.287373146306514,18,0,1
